"vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
1,1.049438153322503009,0,-5.0668420791625976562,0
1,1.0495417291873221366,0,-5.0678415298461914062,0
1,1.0496452935414009033,0,-5.0688414573669433594,0
1,1.0497488464434754363,0,-5.0698413848876953125,0
1,1.049852387949591126,0,-5.0708408355712890625,0
1,1.0499559181132309682,0,-5.0718407630920410156,0
1,1.0500594369854407972,0,-5.0728402137756347656,0
1,1.0501629446149469693,0,-5.0738401412963867188,0
1,1.0502664410482678292,0,-5.0748395919799804688,0
1,1.0503699263298211797,0,-5.0758395195007324219,0
1,1.0504734116113745301,0,-5.0768389701843261719,0
1,1.0505768853548231867,0,-5.077838897705078125,0
1,1.0506803476215424986,0,-5.0788388252258300781,0
1,1.0507837984700882927,0,-5.0798382759094238281,0
1,1.0508872379563327648,0,-5.0808382034301757812,0
1,1.0509906661335941536,0,-5.0818376541137695312,0
1,1.0510940830527601975,0,-5.0828375816345214844,0
1,1.0511974887624062625,0,-5.0838375091552734375,0
1,1.0513008833089059202,0,-5.0848369598388671875,0
1,1.0514042667365393058,0,-5.0858368873596191406,0
1,1.0515076501641726914,0,-5.0868363380432128906,0
1,1.0516110220877337156,0,-5.0878362655639648438,0
1,1.0517143825684098779,0,-5.0888357162475585938,0
1,1.0518177316645771491,0,-5.0898356437683105469,0
1,1.0519210694319349741,0,-5.0908355712890625,0
1,1.0520243959236377229,0,-5.09183502197265625,0
1,1.0521277111904159263,0,-5.0928349494934082031,0
1,1.052231015280694848,0,-5.0938344001770019531,0
1,1.052334308240704619,0,-5.0948343276977539062,0
1,1.0524375901145872625,0,-5.0958337783813476562,0
1,1.052540871988469906,0,-5.0968337059020996094,0
1,1.0526441423921464313,0,-5.0978336334228515625,0
1,1.0527474013866160441,0,-5.0988330841064453125,0
1,1.052850649030075747,0,-5.0998330116271972656,0
1,1.0529538853780544549,0,-5.1008324623107910156,0
1,1.0530571104835426688,0,-5.1018323898315429688,0
1,1.0531603243971146,0,-5.1028318405151367188,0
1,1.0532635271670458543,0,-5.1038317680358886719,0
1,1.05336671883942401,0,-5.104831695556640625,0
1,1.0534698994582543108,0,-5.105831146240234375,0
1,1.0535730800770846116,0,-5.1068310737609863281,0
1,1.0536762492594085039,0,-5.1078305244445800781,0
1,1.0537794070660391199,0,-5.1088304519653320312,0
1,1.0538825535549949386,0,-5.1098303794860839844,0
1,1.0539856887816347886,0,-5.1108298301696777344,0
1,1.0540888127987866341,0,-5.1118297576904296875,0
1,1.0541919256568688112,0,-5.1128292083740234375,0
1,1.0542950274040086001,0,-5.1138291358947753906,0
1,1.0543981180861510261,0,-5.1148285865783691406,0
1,1.0545011977471658859,0,-5.1158285140991210938,0
1,1.0546042774081807458,0,-5.1168279647827148438,0
1,1.0547073456662241497,0,-5.1178278923034667969,0
1,1.0548104025819240448,0,-5.11882781982421875,0
1,1.0549134482131217183,0,-5.1198272705078125,0
1,1.0550164826150063568,0,-5.1208271980285644531,0
1,1.055119505840243832,0,-5.1218266487121582031,0
1,1.0552225179390983811,0,-5.1228265762329101562,0
1,1.0553255189595489583,0,-5.1238260269165039062,0
1,1.0554285089473993686,0,-5.1248259544372558594,0
1,1.0555314879463839617,0,-5.1258254051208496094,0
1,1.0556344669453685547,0,-5.1268253326416015625,0
1,1.0557374345747532196,0,-5.1278252601623535156,0
1,1.0558403908949811623,0,-5.1288247108459472656,0
1,1.0559433359637173666,0,-5.1298246383666992188,0
1,1.0560462698359831535,0,-5.1308245658874511719,0
1,1.0561491925642827461,0,-5.1318240165710449219,0
1,1.0562521041987267267,0,-5.132823944091796875,0
1,1.056355004787146612,0,-5.133823394775390625,0
1,1.0564578943752058748,0,-5.1348233222961425781,0
1,1.0565607730065034175,0,-5.1358227729797363281,0
1,1.0566636516378009603,0,-5.1368227005004882812,0
1,1.05676651893270801,0,-5.1378226280212402344,0
1,1.0568693749514839197,0,-5.1388220787048339844,0
1,1.0569722197516182582,0,-5.1398220062255859375,0
1,1.0570750533879640365,0,-5.1408214569091796875,0
1,1.0571778759128660496,0,-5.1418213844299316406,0
1,1.0572806873762816693,0,-5.1428208351135253906,0
1,1.0573834878258958625,0,-5.1438207626342773438,0
1,1.0574862773072317701,0,-5.1448202133178710938,0
1,1.0575890558637546235,0,-5.1458201408386230469,0
1,1.0576918344202774769,0,-5.146820068359375,0
1,1.057794601673457624,0,-5.14781951904296875,0
1,1.0578973576833718973,0,-5.1488194465637207031,0
1,1.0580001025073348941,0,-5.1498188972473144531,0
1,1.0581028362000330922,0,-5.1508188247680664062,0
1,1.0582055588136518587,0,-5.1518187522888183594,0
1,1.0583082703979957984,0,-5.1528182029724121094,0
1,1.0584109710006046612,0,-5.1538181304931640625,0
1,1.058513660666862144,0,-5.1548175811767578125,0
1,1.0586163394401006954,0,-5.1558175086975097656,0
